Region, subregion, country or area *,Type,Year,Population Density, as of 1 July (persons per square km)_transformed,Median Age, as of 1 July (years)_transformed,Natural Change, Births minus Deaths (thousands)_transformed,Rate of Natural Change (per 1,000 population)_transformed,Population Change (thousands)_transformed,Population Growth Rate (percentage)_transformed,Population Annual Doubling Time (years)_transformed,Births (thousands)_transformed,Births by women aged 15 to 19 (thousands)_transformed,Crude Birth Rate (births per 1,000 population)_transformed,Total Fertility Rate (live births per woman)_transformed,Net Reproduction Rate (surviving daughters per woman)_transformed,Total Deaths (thousands)_transformed,Male Deaths (thousands)_transformed,Female Deaths (thousands)_transformed,Crude Death Rate (deaths per 1,000 population)_transformed,Life Expectancy at Birth, both sexes (years)_transformed,Male Life Expectancy at Birth (years)_transformed,Female Life Expectancy at Birth (years)_transformed,Life Expectancy at Age 15, both sexes (years)_transformed,Male Life Expectancy at Age 15 (years)_transformed,Female Life Expectancy at Age 15 (years)_transformed,Life Expectancy at Age 65, both sexes (years)_transformed,Male Life Expectancy at Age 65 (years)_transformed,Female Life Expectancy at Age 65 (years)_transformed,Life Expectancy at Age 80, both sexes (years)_transformed,Male Life Expectancy at Age 80 (years)_transformed,Female Life Expectancy at Age 80 (years)_transformed,Infant Deaths, under age 1 (thousands)_transformed,Infant Mortality Rate (infant deaths per 1,000 live births)_transformed,Live Births Surviving to Age 1 (thousands)_transformed,Under-Five Deaths, under age 5 (thousands)_transformed
Serbia,Country/Area,2022,30.753813,90.84205,30.786017,7.448922,32.723943,11.583196,99.449297,36.761292,31.095417,20.985815,15.403575,13.94052,49.368612,44.679342,53.618641,78.915099,78.250293,68.101911,76.005138,57.465964,63.292827,67.993839,51.208321,47.001455,50.23233,49.216752,41.703466,51.677096,21.017051,32.87004,29.574441,28.412846,34.896834,24.802487,17.964586,29.493987,24.382491,26.814268,20.65233,17.223452,26.607663,19.263108,21.704155,25.112881,26.639796,50.56004,48.577385
Slovenia,Country/Area,2022,34.402432,92.218908,30.931374,22.773106,37.332363,26.895183,99.449297,35.354985,31.071438,20.489713,16.545367,15.613383,40.040102,35.808162,43.032138,42.33906,92.269693,81.543925,88.359201,75.431591,85.259733,85.367276,82.456409,80.182122,86.039619,100,96.119738,96.408273,21.012032,31.849721,28.264296,28.408836,34.041178,23.349844,16.086245,28.405892,17.981768,18.54519,16.170059,13.136873,21.188157,16.433394,12.596611,13.467898,20.958735,51.030379,51.146751
Spain,Country/Area,2022,30.938549,94.292107,30.776033,21.592325,35.314717,25.814176,99.449297,45.301572,31.150664,18.336843,12.600994,10.47088,72.998388,68.211185,79.220326,39.503739,95.388817,84.077784,91.4845,79.784846,89.862479,90.068656,91.75079,88.970311,93.443622,100,96.119738,98.85819,21.026096,32.10769,37.557962,28.419322,34.211774,23.783656,16.708859,28.693038,17.952578,18.412265,16.396312,13.647141,21.774173,17.015027,12.389919,13.076189,21.165243,52.519831,51.033072
Austria,Country/Area,2022,35.405565,90.633675,30.935,24.28977,38.458827,29.864532,99.449297,37.286937,31.080876,21.356733,14.769246,13.351921,45.162896,40.700866,48.821648,41.082905,92.758864,82.387471,88.333332,76.347943,87.060927,85.541575,85.505251,84.675898,88.343216,100,96.119738,97.458238,21.015478,32.215771,30.068528,28.411371,34.298075,24.197374,17.290975,28.94367,18.559092,18.937182,17.06482,14.472606,22.785495,17.661151,13.255369,13.803229,22.037168,51.735907,52.57712
Belgium,Country/Area,2022,100,85.640588,30.949202,25.293953,39.070911,30.411877,99.449297,38.247903,31.086433,22.279391,16.084037,15.11772,47.241924,42.612828,51.255655,41.150698,92.550221,82.403569,87.956615,76.156745,87.197588,85.075206,86.315897,85.694272,89.242605,100,96.119738,98.85819,21.0178,32.342207,30.965168,28.413031,34.385046,24.422118,17.560359,29.140566,19.134361,19.277945,17.875475,15.105533,23.377494,18.388373,14.059679,14.23973,23.097737,51.8927,52.379561
France,Country/Area,2022,38.307393,87.626744,31.074462,26.08518,44.886853,29.63191,99.449297,54.629243,31.259753,22.848132,18.390688,18.091698,87.103,80.762954,96.213406,40.795784,94.191312,82.719095,90.543515,78.451122,87.839895,88.971039,93.112063,90.662212,93.443622,100,96.119738,98.85819,21.05295,32.488695,46.255717,28.43867,34.496101,24.608953,17.913889,29.200228,19.893422,20.818159,17.876143,15.656758,24.465981,18.409549,15.134771,16.460235,23.016735,53.56262,51.242771
Germany,Country/Area,2022,78.189129,95.679516,30.366083,18.747716,30.81098,24.952107,99.449297,57.231801,31.208683,20.87454,15.449708,14.188352,93.803359,91.753348,99.056233,52.60364,90.263916,79.750583,86.53382,73.139546,82.706904,83.04014,81.003365,79.093701,84.409114,98.529412,96.119738,94.617949,21.053793,32.374155,48.691255,28.439523,34.408907,24.408151,17.485363,29.162474,19.893422,20.558987,18.044245,15.203491,23.646674,18.254094,15.183124,16.119807,23.29593,57.011705,52.153307
Liechtenstein,Country/Area,2022,80.350377,93.168465,30.935639,29.196417,37.341058,35.940066,100,34.810538,31.069276,20.971906,14.976845,12.422553,38.396424,34.238178,41.174512,28.788538,96.693273,87.006051,90.805438,82.200471,95.479251,89.908488,92.795962,93.151571,93.443622,100,96.119738,98.85819,21.011564,33.063771,27.755202,28.408444,34.918465,24.068684,16.566667,29.386239,16.359424,15.610833,16.148448,12.515769,19.74455,16.915401,9.423624,8.501573,20.206465,50.957863,54.322037
Luxembourg,Country/Area,2022,81.738023,80.238663,30.939929,30.053436,37.74675,42.371374,63.685291,34.996608,31.069972,22.744584,13.835052,12.174721,38.740709,34.580001,41.548892,31.38858,93.072705,82.862369,88.60819,76.867909,88.173348,85.873687,86.168043,85.979848,88.871244,100,96.119738,98.85819,21.011901,32.404744,27.928974,28.408698,34.434106,23.923462,16.907447,28.772402,18.350974,18.64577,16.842578,13.792389,21.772578,17.329546,12.858868,13.177051,21.781073,51.156676,59.040268
Monaco,Country/Area,2022,100,100,30.934585,5.897632,37.315545,19.91653,99.449297,34.809301,31.069287,20.311981,21.885264,22.67658,38.432931,34.274323,41.214484,80.749484,100.618915,90.283648,95.254906,87.085349,100.732504,95.983067,101.427552,101.45482,93.443622,100,96.119738,98.85819,21.011545,32.599495,27.754071,28.408433,34.562109,23.581286,16.132292,28.840331,15.210615,14.536168,14.923165,11.765673,19.116661,15.974008,7.966292,7.129049,18.831282,50.959823,56.174012
Netherlands,Country/Area,2022,100,87.716425,30.988276,26.788108,40.467835,31.109743,99.449297,40.145259,31.083396,22.724493,16.649166,15.799257,50.929328,46.24216,55.299783,38.857716,92.827243,83.66567,87.208031,76.520488,89.318568,83.998788,84.694606,85.82359,85.813321,99.376598,96.119738,94.281422,21.021732,32.38911,32.736378,28.415658,34.399318,24.068684,16.937595,29.034471,18.137667,17.576635,17.680637,13.985139,21.721932,17.863291,12.548257,11.730387,22.816695,52.127849,51.991066
Switzerland,Country/Area,2022,71.444464,88.415404,30.971273,27.686679,40.581443,35.734811,100,37.348381,31.073979,22.076932,15.046044,13.723668,43.957778,39.45915,47.563602,35.117166,95.990199,86.144796,90.486926,80.757158,93.524997,88.836781,91.954726,92.898324,93.443622,100,96.119738,98.85819,21.016545,32.420379,30.124668,28.411947,34.411583,23.937571,16.829452,28.874915,17.074916,16.81717,16.280234,13.330045,21.25276,16.914198,10.921278,10.61581,20.840158,52.519831,55.167456
Anguilla,Country/Area,2022,58.901049,75.86015,30.935505,29.487284,37.329046,31.314997,99.449297,34.80432,31.069381,21.350551,12.508728,10.501859,38.384549,34.228207,41.159523,29.095599,84.044955,72.706002,82.76503,65.612869,71.692019,78.230411,68.69583,66.081147,72.473351,75.735294,77.003098,75.557056,21.011545,33.434919,27.749409,28.408433,35.243825,26.042215,20.442442,29.692123,23.106325,26.063672,18.813793,18.192476,29.087316,18.64947,19.423663,23.628374,23.82506,50.951983,50.104877
Antigua and Barbuda,Country/Area,2022,69.659881,69.938607,30.936578,34.525514,37.357533,34.859059,100,34.833023,31.070309,25.271462,15.991771,15.086741,38.422099,34.263885,41.20235,27.608152,87.190378,76.52289,83.555652,69.609376,77.915566,79.21968,76.266952,73.446845,78.345491,96.547315,92.917653,94.294883,21.011639,33.051195,27.776168,28.408502,34.989826,25.497527,19.004625,29.916163,21.702369,22.729184,19.811487,16.506712,25.382791,19.333856,17.459355,18.860839,25.339609,50.951983,50.104877
Aruba,Country/Area,2022,100,86.76423,30.934523,17.565204,37.311541,23.556377,99.449297,34.822385,31.06974,17.843832,11.366936,8.798017,38.470881,34.313896,41.253564,47.50724,79.749366,69.500846,77.146607,61.278268,67.993969,71.293756,60.023453,57.395334,59.487333,54.219949,44.924725,57.236523,21.011713,35.63462,27.766126,28.408548,36.873966,27.555284,21.708368,31.406318,24.668342,27.021897,21.439145,19.058475,29.071564,20.94616,20.609066,23.850332,26.451305,50.958411,51.806751
Bahamas,Country/Area,2022,25.0028,63.877268,30.938949,31.393501,37.479035,35.748495,100,34.937198,31.073642,24.33644,13.68512,11.864932,38.616025,34.475927,41.390789,32.409455,78.637772,67.266413,77.408531,59.333643,63.544284,71.310244,71.423473,68.478905,73.082614,93.686061,90.789321,91.629589,21.012406,34.803615,27.872696,28.409055,36.277214,30.741607,26.50884,33.26505,31.715147,35.217627,27.069722,28.828304,41.003251,28.829604,31.812375,36.571123,34.61478,50.991181,52.800063
Barbados,Country/Area,2022,100,80.800484,30.936402,27.217483,37.34838,28.715107,99.449297,34.889398,31.073178,23.415327,16.614567,15.675341,38.582246,34.416568,41.383651,39.651287,84.507826,75.186737,80.218551,67.08183,77.032735,75.248474,73.09065,73.683927,71.910507,67.519182,73.820187,62.944022,21.012125,34.904219,27.828308,28.408825,36.187121,27.673428,21.392037,31.921499,24.303676,24.969496,22.648052,20.44762,28.915639,24.016035,20.562352,21.272872,28.593542,50.948847,49.791432
"Bonaire, Sint Eustatius and Saba",Country/Area,2022,26.925363,81.77378,30.935424,24.923444,37.332649,32.655993,99.449297,34.808358,31.069403,23.211323,16.764499,15.644362,38.39859,34.244254,41.172549,44.408725,80.527831,71.218526,78.02292,62.411466,71.079777,72.648111,61.231773,59.577563,63.305385,61.173274,57.84811,64.801651,21.011601,35.722309,27.753133,28.408467,36.941312,27.075725,20.437192,31.610792,24.07945,24.891348,21.828932,17.726331,25.76403,21.430814,19.633141,20.561434,26.946248,50.955903,54.196218
British Virgin Islands,Country/Area,2022,66.448417,79.613538,30.93548,26.275629,37.339857,37.363164,94.935325,34.806914,31.069403,18.557849,9.475482,6.319703,38.392573,34.23662,41.168088,29.287013,82.170675,71.878553,79.693087,64.808438,72.793507,74.93285,64.306108,62.325556,65.231818,65.920716,65.057595,65.636238,21.011582,36.035338,27.751781,28.408467,37.231883,26.834306,21.044657,30.658002,22.804473,24.449066,20.055897,16.50249,25.68866,19.090808,17.526886,19.504624,24.615213,50.959823,57.17836
Cayman Islands,Country/Area,2022,93.197217,76.809707,30.93587,29.873375,37.361823,39.278872,80.013361,34.819615,31.069381,21.845108,11.793666,9.386617,38.412391,34.258588,41.186825,29.482415,80.736474,71.253942,77.862855,61.574392,69.844361,71.267847,64.657897,62.589579,66.241455,70.764066,69.831962,70.845677,21.01162,33.861129,27.763644,28.40849,35.576097,27.369446,20.930214,31.709171,25.982888,26.685204,23.946302,20.947121,29.107455,24.697293,23.480457,24.126351,30.773199,50.967662,56.549263
Cuba,Country/Area,2022,34.323306,86.107453,30.91252,22.660569,36.365728,24.77422,99.449297,37.737789,31.222149,20.488167,14.480915,12.701363,47.240962,43.432797,50.314351,42.594279,85.295059,75.373477,81.809494,66.953587,75.835583,76.513324,73.676965,73.042729,74.498427,95.172634,96.119738,90.498858,21.019036,32.733068,30.486061,28.414264,34.738503,25.88716,19.385903,30.258286,23.473585,24.774804,20.960684,18.509361,27.541022,21.049636,20.248135,21.975662,27.039569,50.716794,49.514409
Curaçao,Country/Area,2022,100,72.507686,30.936266,28.006979,37.378756,33.422277,99.449297,34.864231,31.070805,24.422988,16.764499,15.799257,38.518861,34.366712,41.299781,40.432895,82.658093,70.391078,81.343852,64.349096,68.603478,76.55101,66.141532,58.548413,70.384447,71.691176,57.15784,74.453248,21.011845,34.035827,27.80508,28.408652,35.712574,26.766612,20.725175,30.647117,23.590887,26.420607,19.948062,18.423648,28.148573,20.277174,19.64986,23.543885,25.081512,50.97217,53.081501
Dominica,Country/Area,2022,31.694169,61.651085,30.936078,31.871354,37.341802,31.999179,99.449297,34.828367,31.070352,27.271328,16.084037,14.931846,38.428357,34.275726,41.202707,38.881643,76.223476,65.84655,75.157928,56.456345,62.295201,67.64524,56.796166,52.545935,58.808439,57.784527,50.312664,60.938321,21.011732,35.249197,27.771671,28.408571,36.649626,28.758813,23.413919,32.137134,28.892857,30.997636,25.250568,23.020706,32.192466,25.778018,27.146652,29.418893,32.321474,50.950415,49.497854
Dominican Republic,Country/Area,2022,75.980143,49.726231,31.222544,45.178515,43.395885,39.7578,76.973801,40.800598,31.386253,34.740687,23.684452,24.101611,43.849943,40.321028,46.336605,27.504469,78.308152,67.728432,76.91217,62.075704,68.335622,73.533742,72.412562,71.329274,73.796323,98.081841,96.119738,92.343026,21.104468,39.64418,33.240921,28.479497,40.355688,32.334484,27.979804,34.770912,30.445252,33.063497,26.239015,25.815463,37.05088,26.059329,27.34564,30.819837,31.265832,49.803712,47.228688
Grenada,Country/Area,2022,100,59.749333,30.937448,37.614244,37.370061,35.214833,100,34.85766,31.07071,30.884686,20.674272,20.786865,38.456279,34.302367,41.234292,34.977594,80.350748,70.213997,78.144181,62.066377,69.095458,72.836543,68.165596,65.542324,70.204569,82.241049,80.531144,80.793417,21.011976,35.543872,27.79879,28.408767,36.976769,27.503694,21.080055,31.86294,27.336679,29.132414,24.082878,20.566056,29.654391,23.160551,24.754537,27.131508,30.113327,50.944143,48.346716
Guadeloupe,Country/Area,2022,79.466587,88.787314,30.936398,26.372584,37.307251,25.691024,99.449297,34.933042,31.070626,24.375077,21.216335,21.933086,38.701234,34.541674,41.504995,44.07375,89.930788,77.720597,87.195096,72.913372,79.555499,84.166021,84.189864,80.252169,89.25421,100,96.119738,98.85819,21.011901,32.857804,27.869468,28.408675,34.694795,25.226751,18.985126,29.579552,21.59004,24.128127,18.797305,17.284887,27.500346,19.580515,17.598515,21.230242,24.228529,50.920624,47.876548
Haiti,Country/Area,2022,100,38.703456,31.296225,49.719847,45.214804,43.11029,60.702838,42.713101,31.381866,42.522235,29.750944,29.956629,46.269245,42.638846,49.062551,37.123026,60.000175,51.385519,59.384306,42.727388,46.964559,52.540055,43.652493,43.272806,37.983231,36.045396,35.08838,36.883366,21.229677,46.11005,34.885506,28.583805,46.261882,41.205113,38.059819,42.681063,43.889429,47.166024,38.921961,36.485704,47.955293,37.371445,43.62281,47.692027,45.169811,49.687921,47.036648
Jamaica,Country/Area,2022,85.34479,59.933969,30.951889,29.078685,37.141416,25.266831,99.449297,35.762458,31.10707,24.571355,13.22379,11.183395,40.373315,36.273689,43.240028,38.347279,72.09971,63.684559,69.153087,50.778694,57.790851,59.281212,48.893647,49.744059,43.170675,42.039642,46.957186,40.046721,21.018436,35.201274,28.637496,28.413538,36.633793,29.265592,23.944739,32.578187,32.638865,34.590461,29.4305,26.218695,36.207447,28.129575,33.017776,35.352595,37.804188,50.520842,45.819289
Martinique,Country/Area,2022,100,100,30.935713,25.00828,37.297126,24.938424,99.449297,34.903278,31.070626,21.4881,19.751612,20.074349,38.646113,34.483873,41.448606,39.766933,94.324562,82.588699,90.541898,79.635618,88.919518,89.863736,93.958397,91.63748,93.443622,100,96.119738,98.85819,21.011938,33.49066,27.84155,28.408778,35.582787,25.231454,18.568751,29.830047,19.720874,21.050516,17.775215,15.284348,24.27915,18.246394,14.067547,15.962876,22.216265,50.926504,48.154676
Montserrat,Country/Area,2022,13.919617,91.870737,30.935384,20.539664,37.326185,27.456212,99.449297,34.801079,31.069329,20.769446,15.818772,14.498141,38.380297,34.22291,41.156311,48.205104,81.251945,73.324173,76.920254,62.84516,73.189825,71.307888,63.036607,65.34296,60.68265,64.673913,73.110743,61.274848,21.011526,34.875669,27.746402,28.408421,36.363738,26.958151,19.966969,31.667422,24.037502,24.467638,22.452212,18.495427,26.944837,21.473167,20.025216,20.949126,27.598882,50.951983,50.104877
Puerto Rico,Country/Area,2022,100,94.25518,30.913835,18.898344,37.699385,29.577176,99.449297,35.567812,31.085779,19.165227,12.566394,10.408922,41.283171,37.389052,43.986111,47.846202,88.038976,75.027365,87.196713,71.122639,75.838317,84.89384,84.154176,79.293065,91.082,100,96.119738,98.85819,21.014878,33.693568,28.459917,28.410956,35.506297,26.502677,21.172749,29.970726,23.771544,27.305588,19.175284,18.989651,30.5714,19.021503,20.328451,25.392298,24.213745,51.606671,55.787724
Saint Barthélemy,Country/Area,2022,100,80.465502,30.935471,29.104656,37.327444,29.823481,99.449297,34.802611,31.069255,19.658238,9.544681,6.567534,38.38118,34.223533,41.15756,25.610267,89.657273,78.274376,86.931556,73.424011,81.591749,84.60177,79.040481,72.908023,85.354923,96.659207,82.716999,96.690956,21.011545,33.939641,27.747809,28.408433,35.574313,25.109747,18.123876,29.938071,19.434374,19.75977,17.513538,14.438194,22.306952,18.023318,13.58024,13.978231,21.81834,50.951983,50.104877
Saint Kitts and Nevis,Country/Area,2022,59.91628,68.216216,30.935581,27.349066,37.33162,29.618227,99.449297,34.816491,31.069877,25.022638,15.20751,13.692689,38.414798,34.260769,41.18968,43.49552,74.550826,63.926032,73.88873,53.676977,56.938086,66.639484,55.832569,52.960828,56.319163,58.631714,58.442509,57.990344,21.011601,34.02733,27.760719,28.40849,35.905916,29.627719,24.674296,32.839153,31.590061,35.851157,25.837977,26.636072,39.346095,25.732055,31.711898,38.032307,32.47162,50.952767,50.568423
Saint Lucia,Country/Area,2022,95.450343,65.750006,30.935849,26.344883,37.338141,28.42775,99.449297,34.85987,31.071617,24.239074,13.765853,11.957869,38.522793,34.377618,41.296034,43.786629,73.265656,62.836183,72.629234,52.632383,56.662031,64.689212,51.070664,47.680371,50.551468,44.964834,40.80228,47.100328,21.011976,35.423895,27.800859,28.408767,36.871289,29.453567,24.653597,32.287459,31.16669,34.871439,25.833967,25.061567,36.497365,25.101572,30.507481,35.5398,32.545846,50.951983,50.104877
Saint Martin (French part),Country/Area,2022,100,79.853565,30.936033,40.451927,37.343461,39.90832,76.064412,34.813397,31.069381,29.027006,25.276041,27.013631,38.389283,34.233348,41.164341,23.648273,89.494216,78.124663,86.810295,73.237476,81.373091,84.455736,78.173753,72.600894,85.076402,90.473146,82.141774,96.327507,21.011601,33.983485,27.75785,28.408467,35.60754,25.131266,18.167374,29.968935,19.168416,19.844074,17.56623,14.298857,22.355205,18.058933,13.147679,14.078784,21.869158,50.951983,50.104877
Saint Vincent and the Grenadines,Country/Area,2022,87.131008,64.650102,30.935123,22.115193,37.307365,22.51642,99.449297,34.838917,31.071026,26.418217,18.275355,17.688971,38.493186,34.348172,41.263914,59.151596,69.194489,60.724096,67.526574,47.010692,52.723457,57.170773,47.093913,46.516515,44.331177,46.659207,47.800849,47.975298,21.011845,35.605051,27.781437,28.408652,36.935514,29.654084,24.237822,33.071323,36.768133,39.182932,32.427592,29.827729,40.653117,30.870732,39.260322,42.254602,41.787446,50.944143,47.983605
Sint Maarten (Dutch part),Country/Area,2022,100,100,30.935435,24.874966,37.326872,27.264641,99.449297,34.810509,31.069751,19.34914,15.899505,14.622057,38.404046,34.25033,41.177724,34.554888,78.727191,69.199809,76.273529,60.296629,68.0541,70.205561,58.697869,55.978232,58.930292,53.980179,51.520637,58.905697,21.01162,36.105693,27.755092,28.40849,37.246155,27.678843,21.141851,31.848748,25.540057,26.647643,22.823729,19.036519,26.991495,22.174639,21.607612,22.889287,28.22965,50.951983,50.104877
Trinidad and Tobago,Country/Area,2022,97.566797,72.196443,30.946074,30.015346,37.567758,30.603448,99.449297,35.313521,31.088479,24.341077,16.383902,15.179678,39.371029,35.289508,42.138122,35.595702,79.251428,68.151815,77.909743,61.028778,66.129912,72.87423,71.071683,67.056415,73.825335,97.330563,91.517939,96.085207,21.016414,36.451351,28.219771,28.411855,37.404932,29.836217,24.870335,32.806498,30.050964,32.638222,25.988589,24.894363,35.689224,25.649515,28.574972,32.030334,32.496875,50.920624,49.528757
Turks and Caicos Islands,Country/Area,2022,15.713682,76.85191,30.935719,29.920122,37.345921,37.212644,96.341431,34.816403,31.069476,25.713473,16.891365,15.861214,38.409342,34.254225,41.18504,39.356191,79.631894,69.533042,77.639735,60.956495,68.305557,71.439791,60.380341,57.691686,61.553027,60.390026,57.84811,62.472884,21.011639,35.238661,27.760581,28.408513,36.66479,27.20527,21.452633,30.951349,25.22134,26.799243,22.150988,18.953761,27.900528,21.536456,21.594335,23.336755,27.89671,50.959823,54.945616
United States Virgin Islands,Country/Area,2022,92.903274,90.288142,30.934784,19.232494,37.283168,16.509305,99.449297,34.832847,31.070109,24.078343,22.104396,22.95539,38.489496,34.350353,41.253207,59.753753,79.87911,65.775718,82.296155,60.259322,60.409278,77.436641,62.460487,52.244194,71.881495,68.158568,48.337726,77.037775,21.011639,33.170833,27.775975,28.408502,35.00499,27.535332,23.23528,30.131936,26.31274,32.021594,19.317653,21.39511,34.596549,19.838002,24.0866,32.064778,24.597811,50.934344,45.122868
Belize,Country/Area,2022,5.793192,44.796447,30.94529,44.255705,37.62645,44.560755,55.569742,35.011873,31.080665,34.202856,20.708872,20.600991,38.579438,34.459568,41.328333,28.242211,72.68356,62.378993,72.302637,51.408249,55.251688,63.860111,58.942592,58.688507,57.990285,66.464194,66.246393,68.691904,21.012875,34.792059,27.941995,28.409424,36.308657,32.076819,28.74761,33.547924,35.599107,39.628762,29.712675,31.30301,45.00906,28.933802,37.691203,43.105363,38.246157,50.975502,51.739427
Costa Rica,Country/Area,2022,33.159959,65.314792,30.985628,32.245326,38.901015,34.092775,100,36.583297,31.136965,24.810906,15.322842,14.033457,41.331632,37.411175,44.068554,31.671713,83.831052,73.71375,80.954201,65.463641,73.512345,75.769017,69.797084,69.335632,70.129137,68.638107,67.626933,69.39188,21.019298,33.694248,29.404918,28.414056,35.406839,26.962426,21.380187,30.481085,23.670134,25.50662,20.50428,19.800971,30.205314,20.711775,20.1729,22.738226,26.023351,51.102896,50.924911
El Salvador,Country/Area,2022,99.973597,47.766451,31.038117,37.538064,38.767271,32.272852,99.449297,37.75606,31.228392,31.173693,18.356088,17.657993,42.538675,38.616902,45.372282,35.898774,73.583003,60.955911,74.126402,52.592744,52.731657,66.55469,61.976139,60.358856,60.201042,67.838875,68.566467,66.040071,21.030122,34.73088,30.48882,28.422076,36.249561,32.916368,31.531898,32.794924,35.183737,42.498848,27.284054,33.497986,52.213933,26.955722,37.07162,47.466362,34.83484,50.040665,46.063203
Guatemala,Country/Area,2022,54.429129,36.516838,31.468853,48.729515,51.193035,45.422824,52.897602,45.772374,31.689258,38.990788,24.91851,25.650558,48.067053,44.683861,50.71871,30.291937,68.672005,59.120714,67.56376,48.020311,52.026486,58.890215,54.134802,53.149415,51.868637,63.810742,62.162297,65.811233,21.14975,38.105885,37.835545,28.511278,38.938067,33.518203,29.594311,35.603414,38.821524,42.458261,33.950424,33.37955,46.259853,32.460175,41.063178,45.909105,42.664606,50.594182,49.540897
Honduras,Country/Area,2022,31.257995,40.104053,31.277235,51.070301,46.238987,47.256431,47.964917,41.212138,31.461503,38.973787,24.757045,25.681537,42.901174,39.123248,45.598373,24.856574,72.273287,63.570262,69.832148,51.461877,58.072373,60.781602,49.225043,47.577995,46.849466,44.501279,41.645943,46.198435,21.063494,35.705655,33.680854,28.446909,37.055489,29.515846,23.593909,33.405453,31.879695,33.472079,29.016205,25.036022,33.981023,28.15749,31.462917,33.342464,36.822773,50.741332,49.536482
Mexico,Country/Area,2022,21.262303,54.898679,33.080141,38.059201,92.241048,37.130542,97.124756,89.710882,34.109437,29.370105,18.563687,18.091698,93.803359,91.753348,99.056233,30.044693,79.468837,68.538172,77.922677,60.660372,66.050648,72.205296,69.654329,69.820572,68.840979,82.304987,86.647702,79.08386,21.392433,35.068041,77.198745,28.687745,36.495755,30.307368,26.67473,32.192386,29.280226,33.025206,24.246301,26.022568,39.455562,24.091596,27.899003,33.075095,30.554987,48.937237,49.660095
Nicaragua,Country/Area,2022,18.863023,43.045042,31.161897,50.926599,42.977609,46.284893,50.463584,38.900974,31.353721,37.687939,24.111182,25.247831,40.972584,37.040218,43.694887,21.869717,79.088371,68.644421,76.944506,60.476169,66.703888,71.008752,65.886612,65.289078,64.431072,62.819693,63.159353,61.463303,21.043531,35.538434,31.543203,28.432009,36.893367,29.631567,25.028876,32.36393,28.407754,31.505546,24.057367,24.324771,36.355397,23.911837,26.290873,30.486978,30.098543,50.638398,48.834542
Panama,Country/Area,2022,19.416577,54.091556,31.042778,44.231466,40.67806,45.012315,54.138854,37.058343,31.196651,33.641843,24.261115,25.030979,40.462696,36.516735,43.160262,26.850471,82.964921,72.045975,81.043125,66.186463,73.165226,77.502592,77.939227,76.846813,80.237109,100,96.119738,98.85819,21.029785,35.687981,29.83594,28.423229,37.352081,30.503752,26.171509,32.886827,26.885631,29.092036,23.25518,23.46405,34.520979,23.82304,23.554545,26.453123,28.64359,51.264275,52.101434
Argentina,Country/Area,2022,5.313859,60.648774,31.437727,33.339539,51.098648,34.065408,100,53.299026,31.748722,28.068801,19.405614,19.083024,69.737028,65.888693,74.627119,37.557696,81.628905,70.63738,79.72704,62.957081,68.764738,74.419373,67.716937,61.441888,72.316683,88.794757,74.050277,91.683433,21.115311,34.367209,44.930206,28.483161,35.913944,27.459514,21.360539,31.483202,25.609573,27.023462,22.919644,20.543678,29.751495,23.009428,22.76892,24.654755,29.04475,51.104307,50.19869
Bolivia (Plurinational State of),Country/Area,2022,3.673468,41.043059,31.260459,46.033802,45.923163,43.643952,58.710585,42.581874,31.456958,40.13136,27.571159,28.438662,47.265192,43.860932,49.877872,39.443922,62.104137,53.595804,61.343883,40.948313,44.597588,51.517811,36.805343,34.285252,32.627514,29.251918,24.849377,32.387365,21.134862,39.844029,34.868843,28.509204,41.022462,34.638077,29.715804,37.66786,42.16427,45.632279,36.853606,32.731845,43.318206,34.341035,44.708228,49.311531,45.281304,50.834388,49.834476
Brazil,Country/Area,2022,8.406962,64.979809,32.99459,32.13625,93.240118,33.039135,99.449297,89.710882,34.613897,26.299214,16.522301,15.334572,93.803359,91.753348,99.056233,35.763189,77.001942,66.524285,75.392366,57.435652,62.661453,68.603888,63.306822,61.775958,62.394391,60.981458,58.902689,60.911398,21.637588,35.533336,77.198745,28.845303,36.706268,30.219722,25.733385,32.770674,30.534013,33.682838,25.964973,26.796521,38.61173,26.555293,29.752999,34.017141,32.866003,51.203831,50.137988
Chile,Country/Area,2022,8.496878,70.35272,31.125107,32.215893,38.619456,28.400383,99.449297,41.602136,31.212068,24.917545,15.518907,14.312268,49.718835,45.688451,53.241762,32.014663,87.686562,77.567664,83.930752,70.213282,79.5145,79.822662,79.540124,79.271512,80.857978,100,96.119738,96.179435,21.032912,33.049156,34.085973,28.423909,34.922033,26.124873,19.812478,30.349775,22.714091,23.918724,20.287497,18.555596,27.906311,20.736801,19.053388,20.763621,25.95898,48.331586,46.347952
Colombia,Country/Area,2022,15.078059,59.604262,31.652844,35.602414,47.073309,31.314997,99.449297,56.114028,32.271225,28.265079,17.283495,16.294919,69.262202,68.142477,70.989492,32.8521,77.412214,66.561311,76.276762,57.969608,62.699718,69.887582,64.428469,62.600356,64.558727,64.641944,63.715404,64.357436,21.159245,35.067701,47.508591,28.516406,36.497093,31.090053,27.520681,32.785968,29.731814,32.920139,25.075113,26.999615,39.75844,25.578525,28.513669,32.86086,31.619561,44.369671,46.537785
